gene,rmse,mae,r2,pearson,spearman,n_observed_train,n_masked,winning_prefix_len,n_predictors_selected,winning_predictors,best_oof_rmse,selection_seconds,final_fit_seconds,status,n_candidates,fallback_count,seed,mask_hash,mechanism,missing_rate,replicate,wall_seconds_slot,svr_ok
ACTR3B,0.5218604043008167,0.3287371394831088,0.5158612541836607,0.7238065620584535,0.4304631313503964,1128,480,49,24,FOXA1|MLPH|FOXC1|MIA|CXXC5|CCNE1|MELK|EXO1|KRT5|ANLN|BLVRA|KIF2C|CEP55|CDH3|MYC|MKI67|PTTG1|SLC39A6|ERBB2|KRT14|MYBL2|MDM2|CDC6|GRB7,0.5318690595320493,1062.6348151999991,17.726187199994456,ok,49,0,317042,95ab2432f4cfd174,mar,0.3,0,3320.1534656000003,1
ANLN,0.3225031458990602,0.2364514443371408,0.7522871893730508,0.8685941027299947,0.8825295617899375,1153,455,49,24,MELK|CEP55|NDC80|EXO1|UBE2C|UBE2T|KIF2C|CDC20|MLPH|CENPF|NUF2|FOXA1|BCL2|RRM2|EGFR|CDH3|MIA|CDC6|FOXC1|FGFR4|MYBL2|TMEM45B|BLVRA|BAG1,0.2914639372825365,1134.1906411999953,19.425004699995043,ok,49,0,317042,95ab2432f4cfd174,mar,0.3,0,3320.1534656000003,1
BAG1,0.3373962685914253,0.2318386866367539,0.1275245320167459,0.3824756311072716,0.4103401412036503,1150,458,41,20,SLC39A6|PHGDH|MMP11|MLPH|CDC20|FOXA1|MDM2|EXO1|KIF2C|SFRP1|KRT5|PTTG1|ERBB2|NUF2|CDC6|ORC6|GRB7|MELK|RRM2|MKI67,0.2904076369471466,1420.612661799998,15.00734470000316,ok,49,0,317042,95ab2432f4cfd174,mar,0.3,0,3320.1534656000003,1
BCL2,0.6472440201823207,0.5077167438296718,0.6733271389982599,0.821076920833955,0.8059859941890785,1175,433,49,24,ESR1|SLC39A6|EXO1|ANLN|CDH3|PHGDH|CDC20|KIF2C|FOXA1|MLPH|FGFR4|UBE2C|RRM2|CEP55|PTTG1|UBE2T|BAG1|MKI67|GPR160|MIA|TYMS|MMP11|MYBL2|ORC6,0.6531556305683277,856.8823063000018,14.543040399992606,ok,49,0,317042,95ab2432f4cfd174,mar,0.3,0,3320.1534656000003,1
BIRC5,0.520460435503715,0.3714395883329314,0.7354756605009141,0.8608279565515659,0.8831116730682063,1107,501,34,17,KIF2C|CDC20|UBE2C|CEP55|EXO1|MKI67|CCNE1|ANLN|CCNB1|NDC80|FOXA1|MLPH|GPR160|RRM2|CDC6|CDH3|MIA,0.4855033316045566,856.8589355000004,7.17177719999745,ok,49,0,317042,95ab2432f4cfd174,mar,0.3,0,3320.1534656000003,1
BLVRA,0.6308447909170211,0.4639495134931722,0.3327514618044032,0.5916740217983313,0.5968988923590071,1102,506,47,23,GPR160|ACTR3B|MLPH|MIA|SLC39A6|CCNE1|PGR|MYC|ESR1|MKI67|CDC20|CCNB1|CENPF|TYMS|FGFR4|MDM2|MAPT|NUF2|UBE2C|BCL2|ANLN|UBE2T|MYBL2,0.6185253037403323,921.0589995000046,13.992717000000994,ok,49,0,317042,95ab2432f4cfd174,mar,0.3,0,3320.1534656000003,1
CCNB1,0.3417576546694074,0.2636734703776474,0.7256848365688484,0.8530125832074689,0.8535124803605046,1130,478,45,22,NDC80|PTTG1|UBE2C|CEP55|BIRC5|CENPF|NUF2|UBE2T|MELK|MKI67|TYMS|CCNE1|CDC6|MAPT|BCL2|PHGDH|GRB7|MYBL2|BLVRA|MDM2|CXXC5|CDH3,0.35690123585464,1082.7749361999886,16.333777899999404,ok,49,0,317042,95ab2432f4cfd174,mar,0.3,0,3320.1534656000003,1
CCNE1,0.4849562007762752,0.3279556494946649,0.7326374802124864,0.8613776854901362,0.8456639464817267,1131,477,48,24,KIF2C|EXO1|MELK|UBE2C|BIRC5|FOXA1|MLPH|MKI67|NDC80|CDH3|GPR160|FOXC1|UBE2T|TYMS|CCNB1|NUF2|RRM2|MIA|CDC6|FGFR4|GRB7|ERBB2|MYC|MDM2,0.4781084670869274,932.8108484999976,16.494439100002637,ok,49,0,317042,95ab2432f4cfd174,mar,0.3,0,3320.1534656000003,1
CDC20,0.3815289116026049,0.2973737720433417,0.912392145243392,0.956058782560972,0.9578239862824866,1121,487,42,21,KIF2C|UBE2C|BIRC5|PTTG1|MELK|EXO1|CENPF|NDC80|UBE2T|MLPH|BCL2|GPR160|PGR|FOXC1|RRM2|CDC6|CXXC5|GRB7|ORC6|MIA|ERBB2,0.3685672956339687,1054.1998037000012,13.121035000003758,ok,49,0,317042,95ab2432f4cfd174,mar,0.3,0,3320.1534656000003,1
CDC6,0.2101501867633872,0.146524276899656,0.1972973136852754,0.4485676692810131,0.4531046062030781,1113,495,39,19,EXO1|CEP55|ERBB2|PTTG1|CDC20|BIRC5|CCNE1|KIF2C|ANLN|NDC80|MAPT|ESR1|MLPH|MDM2|GPR160|TMEM45B|FOXA1|CDH3|MYC,0.2024649947610418,1264.2621354000005,15.171536300011212,ok,49,0,317042,95ab2432f4cfd174,mar,0.3,0,3320.1534656000003,1
NUF2,0.2622083753907324,0.1895152576940878,0.6046352242861159,0.781168983251345,0.752149365698811,1137,471,46,23,NDC80|UBE2T|CCNB1|ANLN|CEP55|UBE2C|MELK|EXO1|PTTG1|KIF2C|TYMS|MLPH|CDC20|RRM2|CCNE1|MYBL2|TMEM45B|MIA|EGFR|CDH3|BLVRA|MDM2|KRT5,0.3174328714986984,1107.7778403999982,18.55048689999967,ok,49,0,317042,95ab2432f4cfd174,mar,0.3,0,3320.1534656000003,1
CDH3,0.9172999745678844,0.66116224266557,0.5274648727674833,0.7651795247776937,0.7541416977306433,1131,477,49,24,EGFR|KRT17|MLPH|KRT5|CCNE1|BCL2|SFRP1|MIA|CXXC5|CDC20|KIF2C|ANLN|EXO1|ACTR3B|GRB7|PTTG1|UBE2T|BAG1|MDM2|NUF2|CDC6|MMP11|TMEM45B|CCNB1,0.7999070140227519,791.654243500001,12.84192809999513,ok,49,0,317042,95ab2432f4cfd174,mar,0.3,0,3320.1534656000003,1
CENPF,0.4014094415724721,0.3030871437396409,0.8121766084078736,0.9032264415400628,0.9109290071594274,1134,474,45,22,UBE2C|EXO1|CEP55|CDC20|MELK|MKI67|UBE2T|CCNB1|ANLN|NDC80|TYMS|MLPH|GRB7|RRM2|KRT14|FOXC1|ERBB2|BLVRA|EGFR|BAG1|KRT5|MYC,0.4213940772679192,958.901055399998,13.780182200003765,ok,49,0,317042,95ab2432f4cfd174,mar,0.3,0,3320.1534656000003,1
CEP55,0.2980449477463527,0.2228419926732971,0.8666612097518115,0.9317666382546872,0.9441091696916436,1146,462,41,20,UBE2C|MELK|KIF2C|PTTG1|EXO1|ANLN|BIRC5|CENPF|MKI67|NDC80|CCNB1|MLPH|NUF2|BCL2|CDC6|GPR160|CXXC5|FOXC1|MYBL2|TMEM45B,0.2689652943844732,1127.3960565000016,14.420549400005257,ok,49,0,317042,95ab2432f4cfd174,mar,0.3,0,3320.1534656000003,1
CXXC5,0.5616954267745109,0.4227132846398144,0.5650564196428689,0.7546273166002052,0.6696823378323931,1097,511,49,24,ESR1|MLPH|FOXC1|MAPT|PHGDH|ACTR3B|ANLN|MIA|CCNE1|NDC80|KIF2C|GPR160|CDC20|CEP55|UBE2T|BLVRA|TYMS|RRM2|PTTG1|MMP11|UBE2C|CCNB1|CDC6|MYBL2,0.543250919133775,941.7479616000056,15.94809360000363,ok,49,0,317042,95ab2432f4cfd174,mar,0.3,0,3320.1534656000003,1
