gene,rmse,mae,r2,pearson,spearman,n_observed_train,n_masked,winning_prefix_len,n_predictors_selected,winning_predictors,best_oof_rmse,selection_seconds,final_fit_seconds,status,n_candidates,fallback_count,seed,mask_hash,mechanism,missing_rate,replicate,wall_seconds_slot,svr_ok
ACTR3B,0.5266894142930982,0.3033412915411695,0.3327682648943271,0.6256824515063704,0.4175840198294087,1521,87,40,20,FOXA1|MLPH|FOXC1|MIA|CCNE1|CXXC5|MELK|EXO1|ANLN|KIF2C|CEP55|BLVRA|CDH3|NDC80|MKI67|UBE2T|PTTG1|SLC39A6|KRT14|ERBB2,0.5308759239463909,2232.998030800023,23.27915220000432,ok,49,0,50042,e0c0e9d411b0d80c,mcar,0.05,0,6979.155082300014,1
ANLN,0.2960823649003795,0.2063595696599478,0.7555478302939598,0.8721780460697288,0.8745163181551692,1523,85,46,23,MELK|CEP55|NDC80|UBE2C|UBE2T|MLPH|NUF2|MKI67|FOXA1|BCL2|RRM2|CDH3|EGFR|CXXC5|MIA|GPR160|FOXC1|CDC6|FGFR4|KRT17|BLVRA|BAG1|ORC6,0.3024409804763844,2431.453039099986,36.14164650000748,ok,49,0,50042,e0c0e9d411b0d80c,mcar,0.05,0,6979.155082300014,1
BAG1,0.2549473860575374,0.1978622599343358,0.1230705557132091,0.3683951482869033,0.4360831656606304,1537,71,40,20,SLC39A6|BCL2|PHGDH|MMP11|MLPH|CDC20|FOXA1|SFRP1|MDM2|KIF2C|NAT1|KRT5|ORC6|CEP55|RRM2|NUF2|ACTR3B|MKI67|GRB7|ANLN,0.3062027217544649,3008.160402299982,27.80382329999702,ok,49,0,50042,e0c0e9d411b0d80c,mcar,0.05,0,6979.155082300014,1
BCL2,0.6081338070484644,0.4693874606662396,0.6707672087666856,0.8195824441028263,0.7833345483706349,1521,87,49,24,ESR1|SLC39A6|EXO1|CDH3|EGFR|ANLN|CDC20|KIF2C|FOXA1|UBE2C|CEP55|FGFR4|RRM2|PTTG1|UBE2T|BAG1|MKI67|GPR160|MIA|TYMS|CDC6|MYBL2|MYC|ORC6,0.6581858293076012,1847.186343999987,30.673497200012207,ok,49,0,50042,e0c0e9d411b0d80c,mcar,0.05,0,6979.155082300014,1
BIRC5,0.4570582456688696,0.3375732033843519,0.7618677384811481,0.8780355564006945,0.8641470888661902,1519,89,46,23,KIF2C|CDC20|UBE2C|CEP55|EXO1|CENPF|MKI67|CCNE1|ANLN|CCNB1|UBE2T|MLPH|GPR160|PGR|CDC6|MIA|GRB7|BLVRA|KRT14|TMEM45B|KRT17|BAG1|MDM2,0.4981382188414226,2060.179492199997,25.598167999996804,ok,49,0,50042,e0c0e9d411b0d80c,mcar,0.05,0,6979.155082300014,1
BLVRA,0.515066275304815,0.3961917684543649,0.401377855360653,0.651226550062333,0.714462752437436,1530,78,42,21,ACTR3B|GPR160|MLPH|MIA|SLC39A6|CCNE1|PGR|MYC|ESR1|MKI67|CENPF|TYMS|MAPT|UBE2C|CCNB1|ANLN|MDM2|NDC80|BCL2|FGFR4|TMEM45B,0.6194029760278391,2100.082119300001,21.01291869999841,ok,49,0,50042,e0c0e9d411b0d80c,mcar,0.05,0,6979.155082300014,1
CCNB1,0.3850406867180625,0.2795637067144836,0.6445073260769206,0.8068544852423035,0.8214627477785372,1532,76,46,23,NDC80|PTTG1|UBE2C|CEP55|CENPF|BIRC5|KIF2C|NUF2|MELK|MKI67|TYMS|CCNE1|CDC6|MAPT|KRT14|PHGDH|MYBL2|FGFR4|KRT17|BLVRA|TMEM45B|MDM2|CXXC5,0.34703622856078,2264.9415810999926,29.564522799977567,ok,49,0,50042,e0c0e9d411b0d80c,mcar,0.05,0,6979.155082300014,1
CCNE1,0.4154427641703295,0.2704263915648173,0.7283615862296591,0.8565411375143683,0.890777972027972,1543,65,49,24,KIF2C|MELK|EXO1|FOXA1|UBE2C|BIRC5|MLPH|PTTG1|MKI67|NDC80|FOXC1|GPR160|EGFR|UBE2T|CCNB1|NUF2|KRT5|CDC6|FGFR4|GRB7|MYC|ERBB2|KRT14|MDM2,0.4766699107841434,2085.263308399997,34.03136349999113,ok,49,0,50042,e0c0e9d411b0d80c,mcar,0.05,0,6979.155082300014,1
CDC20,0.2907553807792684,0.2247406974780415,0.9193006271846886,0.959973866788712,0.9583921823109516,1540,68,49,24,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|EXO1|MELK|CENPF|NDC80|CCNB1|UBE2T|SLC39A6|BCL2|GPR160|NUF2|RRM2|PGR|ORC6|GRB7|KRT5|KRT17|MYBL2|ERBB2|MDM2,0.3735543438006031,2290.0596756000014,40.0126745000016,ok,49,0,50042,e0c0e9d411b0d80c,mcar,0.05,0,6979.155082300014,1
CDC6,0.2048964086739151,0.1445807930054574,0.1313065233006007,0.3644398296857523,0.3256323396567299,1527,81,42,21,EXO1|CEP55|PTTG1|ERBB2|BIRC5|CDC20|KIF2C|CCNE1|MKI67|ANLN|RRM2|NDC80|TYMS|NUF2|PHGDH|SLC39A6|MLPH|MDM2|FOXA1|TMEM45B|MYC,0.2031688470110427,2867.2346777000057,48.926479199988535,ok,49,0,50042,e0c0e9d411b0d80c,mcar,0.05,0,6979.155082300014,1
NUF2,0.2425788114528342,0.1804945405855318,0.5833304193129367,0.7654022505139338,0.6956810631229235,1523,85,40,20,NDC80|UBE2T|CEP55|CCNB1|ANLN|EXO1|UBE2C|MELK|PTTG1|KIF2C|TYMS|CDC20|MLPH|MKI67|CCNE1|RRM2|MIA|TMEM45B|MYBL2|CDH3,0.3044265245976686,2267.3494057999924,22.87184020000859,ok,49,0,50042,e0c0e9d411b0d80c,mcar,0.05,0,6979.155082300014,1
CDH3,1.048306423531688,0.782787107790345,0.2921195468882839,0.6402908487333645,0.5654061354427938,1536,72,44,22,KRT17|EGFR|KRT5|MLPH|CCNE1|BCL2|MIA|KIF2C|ANLN|EXO1|CEP55|ACTR3B|KRT14|UBE2C|BIRC5|PTTG1|MKI67|NDC80|GRB7|RRM2|NUF2|CDC6,0.824843498956332,1881.7570935000256,16.91515519999666,ok,49,0,50042,e0c0e9d411b0d80c,mcar,0.05,0,6979.155082300014,1
CENPF,0.3778113486870625,0.2998236377598531,0.7665665712493747,0.8759656490623425,0.8143897321979515,1535,73,46,23,UBE2C|EXO1|CEP55|KIF2C|CDC20|MKI67|UBE2T|CCNB1|TYMS|MLPH|BCL2|RRM2|FOXC1|GRB7|EGFR|BLVRA|ERBB2|KRT5|BAG1|MYBL2|KRT17|MYC|TMEM45B,0.4079671750655893,2138.495003500022,26.21955139999045,ok,49,0,50042,e0c0e9d411b0d80c,mcar,0.05,0,6979.155082300014,1
CEP55,0.2850095347810119,0.2342694404465749,0.8518128130315892,0.9255837430493512,0.9196914700544464,1551,57,48,24,UBE2C|MELK|KIF2C|PTTG1|EXO1|ANLN|BIRC5|CENPF|MKI67|UBE2T|NDC80|CCNB1|MLPH|NUF2|FOXA1|BCL2|GPR160|CDC6|FOXC1|KRT5|MYBL2|TMEM45B|KRT14|ORC6,0.2747918828236039,2544.099397699989,36.18837550000171,ok,49,0,50042,e0c0e9d411b0d80c,mcar,0.05,0,6979.155082300014,1
CXXC5,0.4849518016596507,0.3815170268079767,0.5681499395748633,0.7674820517004026,0.7270475630745981,1525,83,49,24,ESR1|MLPH|FOXC1|MAPT|ACTR3B|PHGDH|MIA|ANLN|CCNE1|NDC80|KIF2C|GPR160|MYC|TYMS|CEP55|CDC20|UBE2T|MKI67|PTTG1|UBE2C|TMEM45B|CCNB1|CDC6|MYBL2,0.5478314580065475,2141.6975819000218,31.686429299996234,ok,49,0,50042,e0c0e9d411b0d80c,mcar,0.05,0,6979.155082300014,1
EGFR,0.4833871702992492,0.3048656891522355,0.5491840761917212,0.7507484625974411,0.8040555352575813,1539,69,47,23,ESR1|CDH3|FOXA1|FOXC1|KRT5|BCL2|SFRP1|CCNE1|PHGDH|ANLN|MIA|CDC20|KIF2C|EXO1|NDC80|UBE2C|RRM2|PTTG1|KRT14|MDM2|NUF2|CDC6|CCNB1,0.6113310669096258,2754.291338700016,30.705561800015857,ok,49,0,50042,e0c0e9d411b0d80c,mcar,0.05,0,6979.155082300014,1
ERBB2,0.617977024449738,0.4387718003412498,0.8072139229571708,0.8994434842359862,0.8234890782642768,1526,82,48,24,GRB7|FGFR4|CDC6|BCL2|MYC|FOXA1|MIA|FOXC1|ACTR3B|NAT1|TYMS|MAPT|CCNE1|EXO1|BLVRA|CENPF|CDC20|GPR160|KIF2C|CEP55|UBE2T|MKI67|PTTG1|ANLN,0.5333340779240878,2185.665724899998,27.940794299996924,ok,49,0,50042,e0c0e9d411b0d80c,mcar,0.05,0,6979.155082300014,1
ESR1,1.1073972145164532,0.8829417147496501,0.7285230766725442,0.855892619381148,0.7759959699424875,1525,83,44,22,FOXA1|BCL2|SLC39A6|MAPT|EGFR|CCNE1|CXXC5|MELK|KIF2C|KRT17|NDC80|UBE2C|FGFR4|GRB7|MKI67|RRM2|UBE2T|KRT14|NUF2|BLVRA|MDM2|MYC,0.9313972483537322,1688.9637807000254,30.28791369998362,ok,49,0,50042,e0c0e9d411b0d80c,mcar,0.05,0,6979.155082300014,1
EXO1,0.3258593374135463,0.2505196828385655,0.764398007953267,0.8873197445216598,0.8734654818865345,1532,76,37,18,CEP55|MELK|KIF2C|UBE2C|CDC20|CENPF|BIRC5|UBE2T|CCNE1|MKI67|NDC80|TYMS|PHGDH|BCL2|NUF2|CDH3|CDC6|KRT5,0.3079682753170549,2491.8556620000163,27.479881800012663,ok,49,0,50042,e0c0e9d411b0d80c,mcar,0.05,0,6979.155082300014,1
FGFR4,0.7487164006438237,0.5227970319890666,0.1964784269725059,0.4922180169859326,0.5597566989972053,1530,78,47,23,ERBB2|SLC39A6|BCL2|ESR1|PGR|TMEM45B|CCNE1|EXO1|UBE2C|CEP55|MELK|MKI67|CENPF|PTTG1|CCNB1|UBE2T|BAG1|BLVRA|MDM2|NDC80|FOXA1|GPR160|MLPH,0.8296683709532593,1892.892388100008,43.01316470000893,ok,49,0,50042,e0c0e9d411b0d80c,mcar,0.05,0,6979.155082300014,1
FOXA1,0.4141850671632314,0.3263584682116615,0.9038309302402036,0.951768042658392,0.7480453050785532,1539,69,43,21,MLPH|FOXC1|ESR1|MIA|CCNE1|ACTR3B|GPR160|MELK|ANLN|CEP55|EXO1|NDC80|KRT17|UBE2C|BCL2|PTTG1|MKI67|UBE2T|RRM2|ERBB2|BAG1,0.5601861381407921,2382.977430900006,24.37425270001404,ok,49,0,50042,e0c0e9d411b0d80c,mcar,0.05,0,6979.155082300014,1
