gene,rmse,mae,r2,pearson,spearman,n_observed_train,n_masked,winning_prefix_len,n_predictors_selected,winning_predictors,best_oof_rmse,selection_seconds,final_fit_seconds,status,n_candidates,fallback_count,seed,mask_hash,mechanism,missing_rate,replicate,wall_seconds_slot,svr_ok
ACTR3B,0.528046762673458,0.32615762099737944,0.42896628926257185,0.6666459043242743,0.31782673949914786,1299,309,47,23,FOXA1|MLPH|FOXC1|MIA|CCNE1|MELK|EXO1|KRT5|CEP55|ANLN|BLVRA|TYMS|NDC80|CDH3|MKI67|UBE2T|PTTG1|RRM2|KRT14|MYBL2|BAG1|CDC6|FGFR4,0.52679840699732,1415.6953590000012,21.27555840000059,ok,49,0,2200048,a2b14f54a4a30964,mcar,0.2,2,4360.506344000001,1
ANLN,0.27134775105867714,0.20661731943563236,0.7951154709610827,0.8922258830399241,0.9024520453855381,1264,344,48,24,MELK|CEP55|NDC80|UBE2T|UBE2C|KIF2C|CDC20|CCNE1|MLPH|CENPF|NUF2|FOXA1|RRM2|BCL2|EGFR|CDH3|MIA|GPR160|FOXC1|CDC6|FGFR4|BLVRA|BAG1|MDM2,0.3076083910133618,1349.4279496000017,20.949640899998485,ok,49,0,2200048,a2b14f54a4a30964,mcar,0.2,2,4360.506344000001,1
BAG1,0.281303268572825,0.2009128931392071,0.15198638486099914,0.4283105771691231,0.4320307112171234,1272,336,48,24,SLC39A6|BCL2|PHGDH|MMP11|CDC20|MLPH|CCNE1|MDM2|FOXA1|SFRP1|NAT1|ORC6|KRT5|PTTG1|MIA|CEP55|MELK|BLVRA|MKI67|CCNB1|ANLN|MYBL2|ACTR3B|TYMS,0.3080720927153172,1772.1742802000008,25.342285200000333,ok,49,0,2200048,a2b14f54a4a30964,mcar,0.2,2,4360.506344000001,1
BCL2,0.6309757912479,0.4988024421687056,0.684960688805184,0.8278395991431655,0.7914049453607945,1288,320,48,24,ESR1|SLC39A6|EXO1|ANLN|MELK|PHGDH|EGFR|CDC20|KIF2C|FOXA1|UBE2C|CEP55|RRM2|PTTG1|FGFR4|UBE2T|BAG1|MKI67|MIA|GPR160|TYMS|MMP11|MYBL2|BLVRA,0.6608228640084866,1089.5773396999975,17.285073600000032,ok,49,0,2200048,a2b14f54a4a30964,mcar,0.2,2,4360.506344000001,1
BIRC5,0.4433227371167387,0.3279955485166119,0.7729279612060208,0.8796851550534384,0.8870189666971963,1276,332,48,24,KIF2C|CDC20|UBE2C|CEP55|EXO1|CCNE1|MKI67|ANLN|NDC80|CCNB1|FOXA1|MLPH|GPR160|BCL2|PGR|FOXC1|CDC6|MIA|GRB7|BLVRA|BAG1|MDM2|SFRP1|ERBB2,0.5095033632891758,1170.5906655,18.894802900002105,ok,49,0,2200048,a2b14f54a4a30964,mcar,0.2,2,4360.506344000001,1
BLVRA,0.6433684562767955,0.4674689771388206,0.2950249379576906,0.5560009696504155,0.5688533508575004,1276,332,49,24,ACTR3B|GPR160|MLPH|MIA|SLC39A6|CCNE1|PGR|MYC|ESR1|MKI67|MELK|CENPF|TYMS|MAPT|UBE2C|CCNB1|ANLN|NDC80|BCL2|MDM2|FGFR4|BAG1|MYBL2|NUF2,0.6113187121760949,1266.9916472000004,18.852985099998477,ok,49,0,2200048,a2b14f54a4a30964,mcar,0.2,2,4360.506344000001,1
CCNB1,0.3533828547556069,0.2708787678746929,0.6955661661093151,0.8358542633864912,0.8310549531275336,1277,331,49,24,PTTG1|NDC80|UBE2C|CEP55|BIRC5|CENPF|KIF2C|NUF2|CDC20|UBE2T|MKI67|TYMS|CCNE1|MLPH|CDC6|MAPT|PHGDH|MYBL2|ORC6|BLVRA|MDM2|BAG1|FOXC1|CXXC5,0.3552478697235723,1359.0967878999982,22.17879549999998,ok,49,0,2200048,a2b14f54a4a30964,mcar,0.2,2,4360.506344000001,1
CCNE1,0.4364869363243136,0.3079232137246612,0.6975545637380214,0.8364536482444677,0.8238952181833408,1281,327,46,23,KIF2C|MELK|EXO1|FOXA1|UBE2C|BIRC5|MLPH|PTTG1|MKI67|NDC80|FOXC1|GPR160|EGFR|UBE2T|CCNB1|MIA|NUF2|CXXC5|CDC6|FGFR4|GRB7|MYC|ERBB2,0.4896783090799664,1236.985081499999,18.209241000000475,ok,49,0,2200048,a2b14f54a4a30964,mcar,0.2,2,4360.506344000001,1
CDC20,0.386842627276137,0.28950723391331956,0.8971968440300508,0.947957647413181,0.9449360198277318,1277,331,42,21,KIF2C|UBE2C|CEP55|BIRC5|PTTG1|MELK|CENPF|NDC80|UBE2T|MLPH|SLC39A6|BCL2|GPR160|NUF2|RRM2|FOXC1|PGR|CXXC5|ORC6|KRT5|KRT17,0.368200209207031,1437.6681764000023,17.48529839999901,ok,49,0,2200048,a2b14f54a4a30964,mcar,0.2,2,4360.506344000001,1
CDC6,0.1785310769846005,0.12238454661327094,0.23807921467454207,0.5133040151283765,0.4776189224165896,1286,322,33,16,EXO1|GRB7|CEP55|ERBB2|MELK|PTTG1|CCNB1|BIRC5|CCNE1|ANLN|RRM2|NUF2|PHGDH|MLPH|SLC39A6|FOXA1,0.21044784096793137,1733.7368618,14.271700499997678,ok,49,0,2200048,a2b14f54a4a30964,mcar,0.2,2,4360.506344000001,1
